Species;Strategy;Population;Year;Pollinarium_removal;Fruit_set;Height;N_Flowers;N_Fruits;Fruit_fail;Pollinia_missing;Pollinia_not_removed;Labellum_lenght;Labellum_width;Petal_lenght;Petal_width;Inbreeding_Fruit_set;Inbreeding_Seed_viability;Inbreeding_Cumulative;Pollen_limitation
A. coriophora;Rewarding;El Toro;2018;1;1;21;16;16;0;32;0;8.2;7.1;4.55;2.85;0.15;0.77;0.88;-0.53
A. coriophora;Rewarding;El Toro;2018;1;1;18;12;12;0;24;0;8.2;7.1;4.55;2.85;0.15;0.77;0.88;-0.53
A. coriophora;Rewarding;Xorrigo;2018;1;1;17.6;15;15;0;30;0;8.2;7.1;4.55;2.85;0.15;0.77;0.88;-0.53
A. coriophora;Rewarding;El Toro;2018;1;1;17;16;16;0;32;0;8.2;7.1;4.55;2.85;0.15;0.77;0.88;-0.53
A. coriophora;Rewarding;El Toro;2018;1;1;16;18;18;0;36;0;8.2;7.1;4.55;2.85;0.15;0.77;0.88;-0.53
A. coriophora;Rewarding;El Toro;2018;1;1;14.2;22;22;0;44;0;8.2;7.1;4.55;2.85;0.15;0.77;0.88;-0.53
A. coriophora;Rewarding;El Toro;2018;1;1;12;6;6;0;12;0;8.2;7.1;4.55;2.85;0.15;0.77;0.88;-0.53
A. coriophora;Rewarding;Xorrigo;2018;1;1;7.3;19;19;0;38;0;8.2;7.1;4.55;2.85;0.15;0.77;0.88;-0.53
A. longicornu;Food-deceptive;Bellver;2014;0;0;28.3;6;0;6;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0;0;26.2;12;0;12;0;24;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0;24;8;0;8;0;16;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0;0;23.8;2;0;2;0;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0;0;23.8;8;0;8;0;16;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0;0;23.8;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0;0;23.4;7;0;7;0;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0;0;22.9;6;0;6;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0;0;22.4;6;0;6;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0;0;22.2;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0;21.9;1;0;1;0;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0;0;21.1;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0;0;20.5;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0;0;20.1;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0;0;19.9;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0;0;19.6;3;0;3;0;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0;19.5;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0;0;19.4;6;0;6;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0;0;19.3;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0;0;19.2;10;0;10;0;20;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0;19.1;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0;0;19.1;3;0;3;0;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0;0;19.1;7;0;7;0;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0;0;18.8;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0;0;18.1;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0;0;17.5;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0;0;17.2;8;0;8;0;16;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0;0;17.2;6;0;6;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0;0;17.1;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0;16.5;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0;0;16.4;6;0;6;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0;15.8;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0;0;15.6;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0;0;15.2;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0;0;15.1;7;0;7;0;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0;15.1;8;0;8;0;16;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0;14.9;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0;0;14.5;6;0;6;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0;0;14.2;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0;0;14.2;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0;0;14.2;1;0;1;0;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0;0;14.1;6;0;6;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0;0;14.1;1;0;1;0;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0;0;14.1;6;0;6;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0;14;3;0;3;0;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0;0;13.9;2;0;2;0;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0;13.7;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0;0;13.7;6;0;6;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0;0;13.7;7;0;7;0;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0;0;13.5;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0;0;13.4;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0;0;13.4;3;0;3;0;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0;0;13.2;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0;0;13.1;9;0;9;0;18;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0;0;12.6;3;0;3;0;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0;12.3;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0;0;12.2;2;0;2;0;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0;0;12.2;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0;0;12.1;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0;11.9;2;0;2;0;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0;11.9;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0;0;11.9;3;0;3;0;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0;0;11.9;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0;0;11.4;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0;0;11.1;3;0;3;0;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0;0;10.9;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0;0;10.9;3;0;3;0;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0;0;10.8;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0;0;9.4;6;0;6;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0;0;9.2;5;0;5;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0;0;8.9;3;0;3;0;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0;0;8;4;0;4;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0;0.142857143;34.2;7;1;6;0;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0;0.142857143;20.5;7;1;6;0;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0;0.142857143;15.4;7;1;6;0;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0;0.142857143;12.4;7;1;6;0;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0;0.166666667;27.4;6;1;5;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0;0.166666667;24.9;6;1;5;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0;0.166666667;21.4;6;1;5;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0;0.166666667;18.3;6;1;5;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0;0.166666667;18.1;6;1;5;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0;0.166666667;14.4;6;1;5;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0;0.2;22.9;5;1;4;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0;0.2;20.4;5;1;4;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0;0.2;20.3;5;1;4;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0;0.2;18.9;5;1;4;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0;0.25;23.4;8;2;6;0;16;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0;0.25;19.9;4;1;3;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0;0.25;12;4;1;3;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0;0.25;11;4;1;3;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0;0.333333333;29.8;9;3;6;0;18;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0;0.333333333;29;6;2;4;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0;0.333333333;23.7;6;2;4;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0;0.333333333;19.8;6;2;4;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0;0.333333333;17;3;1;2;0;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0;0.333333333;13.8;6;2;4;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0;0.4;17.5;5;2;3;0;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0;0.428571429;30.5;7;3;4;0;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0;0.428571429;9.5;7;3;4;0;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0;0.5;24;6;3;3;0;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0;0.5;23.1;4;2;2;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0;0.5;14.9;2;1;1;0;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0;0.5;10.6;4;2;2;0;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0;0.666666667;22.9;3;2;1;0;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0;1;4.1;7;7;0;0;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.041666667;0;24.4;12;0;12;1;23;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.055555556;0;18;9;0;9;1;17;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.055555556;0;17.4;9;0;9;1;17;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.055555556;0.333333333;14.7;9;3;6;1;17;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.0625;0;17.8;8;0;8;1;15;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.0625;0.125;20.1;8;1;7;1;15;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.0625;0.142857143;16.5;7;1;6;1;13;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.0625;0.375;25.1;8;3;5;1;15;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.066666667;0;11.5;14;0;14;2;26;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.071428571;0.142857143;17.6;7;1;6;1;13;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.071428571;0.142857143;15.4;7;1;6;1;13;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.076923077;0.166666667;32.5;12;2;10;2;22;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.083333333;0;26.8;7;0;7;1;13;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.083333333;0;22.6;6;0;6;1;11;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.083333333;0;22.1;6;0;6;1;11;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.083333333;0;21;3;0;3;0;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.083333333;0;20.4;6;0;6;1;11;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.083333333;0.125;21.3;8;1;7;1;15;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.083333333;0.166666667;21.9;12;2;10;2;22;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.090909091;0;27.5;11;0;11;2;20;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.1;0;24.1;10;0;10;2;18;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.1;0;22.4;10;0;10;2;18;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.1;0;21.1;5;0;5;1;9;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.1;0;20.5;5;0;5;1;9;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.1;0;16.2;5;0;5;1;9;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.1;0;15.4;5;0;5;1;9;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.1;0;14.2;5;0;5;1;9;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.1;0.2;9.4;5;1;4;1;9;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.1;0.222222222;26;9;2;7;2;16;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.1;0.4;15.3;5;2;3;1;9;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.111111111;0;26.2;10;0;10;2;18;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.111111111;0.111111111;20.9;9;1;8;2;16;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.111111111;0.111111111;10.6;9;1;8;2;16;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.111111111;0.222222222;31.2;9;2;7;2;16;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.111111111;0.222222222;22;9;2;7;2;16;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.111111111;0.285714286;20.3;7;2;5;2;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.115384615;0;24.1;13;0;13;3;23;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.125;0;24;8;0;8;2;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.125;0;23.5;9;0;9;2;16;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.125;0;23.2;8;0;8;2;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.125;0;22.5;4;0;4;1;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.125;0;17.5;8;0;8;2;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.125;0;16.9;5;0;5;1;9;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.136363636;0;22.6;11;0;11;3;19;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.142857143;0;20.5;7;0;7;2;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.142857143;0;20.1;7;0;7;2;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.142857143;0;19;6;0;6;2;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.142857143;0;18.9;7;0;7;2;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.142857143;0;13.8;7;0;7;2;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.142857143;0.142857143;16.2;7;1;6;2;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.142857143;0.142857143;15.6;7;1;6;2;12;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.142857143;0.333333333;28.2;6;2;4;2;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.142857143;0.333333333;26.5;9;3;6;3;15;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.142857143;0.5;22.2;8;4;4;2;14;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.145833333;0.1;32.9;20;2;18;6;34;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.166666667;0;32.2;10;0;10;3;17;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.166666667;0;25.8;6;0;6;2;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.166666667;0;25.6;11;0;11;4;18;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.166666667;0;18.7;6;0;6;2;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.166666667;0;17.9;3;0;3;1;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.166666667;0;16.3;9;0;9;3;15;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.166666667;0;15.6;5;0;5;2;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.166666667;0.25;21.7;4;1;3;1;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.166666667;0.333333333;26.1;6;2;4;2;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.166666667;0.333333333;21.2;6;2;4;2;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.166666667;0.333333333;11.4;6;2;4;2;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.166666667;0.444444444;28.7;9;4;5;3;15;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.166666667;0.5;21;6;3;3;2;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.166666667;0.5;13.6;6;3;3;2;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.166666667;0.666666667;21.8;3;2;1;1;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
